,name,address,city,category,rating,url
218,Three Boys From Italy,704 Burke Ave,Bronx,Pizza,4.5,http://www.yelp.com/biz/three-boys-from-italy-bronx
219,Cooyah Restaurant,3563 Boston Rd,New York,Ethnic Food,4.5,http://www.yelp.com/biz/cooyah-restaurant-new-york
220,Good To Go,1894 Eastchester Rd,Bronx,American (Traditional),3.5,http://www.yelp.com/biz/good-to-go-bronx
221,Emilio's Pizza,1051 Morris Park Ave,Bronx,Pizza,4.0,http://www.yelp.com/biz/emilios-pizza-bronx-2
222,Sorrento Pizzeria,2004 Williamsbridge Rd,Bronx,Pizza,4.5,http://www.yelp.com/biz/sorrento-pizzeria-bronx
223,John & Joe's Pizzeria,749 Lydig Ave,Bronx,Pizza,4.5,http://www.yelp.com/biz/john-and-joes-pizzeria-bronx
224,Tino's Delicatessen,2410 Arthur Ave,Bronx,Delis,4.5,http://www.yelp.com/biz/tinos-delicatessen-bronx
225,Green Light Cuisine,737 Lydig Ave,Bronx,Vegetarian,3.5,http://www.yelp.com/biz/green-light-cuisine-bronx
226,Venezia Pizzeria,1115 Astor Ave,Bronx,Pizza,4.0,http://www.yelp.com/biz/venezia-pizzeria-bronx
227,Mexico Magico,1761 Crosby Ave,Bronx,Mexican,4.0,http://www.yelp.com/biz/mexico-magico-bronx
228,EZ Grill NYC,790 Lydig Ave,Bronx,Mediterranean,4.5,http://www.yelp.com/biz/ez-grill-nyc-bronx
229,Estrellita Poblana IV,45 Westchester Sq,Bronx,Mexican,4.0,http://www.yelp.com/biz/estrellita-poblana-iv-bronx
230,Mike's Deli,2344 Arthur Ave,Bronx,Caterers,4.5,http://www.yelp.com/biz/mikes-deli-bronx
231,900 Park,900 Morris Park Ave,Bronx,Italian,3.5,http://www.yelp.com/biz/900-park-bronx
232,Honey's Thai Pavilion,3036 Westchester Ave,Bronx,Thai,3.5,http://www.yelp.com/biz/honeys-thai-pavilion-bronx
233,Michaelangelo's Little Italy,2477 Arthur Ave,Bronx,Lounges,4.0,http://www.yelp.com/biz/michaelangelos-little-italy-bronx
234,Caridad and Louie's Restaurant,1660 E Gun Hill Rd,Bronx,Italian,3.5,http://www.yelp.com/biz/caridad-and-louies-restaurant-bronx
235,Taqueria Tlaxcalli,2103 Starling Ave,Bronx,Mexican,4.5,http://www.yelp.com/biz/taqueria-tlaxcalli-bronx
236,Panera Bread,340 Baychester Ave,Bronx,Sandwiches,3.5,http://www.yelp.com/biz/panera-bread-bronx
237,Kiraku Sushi,1948 Williamsbridge Rd,Bronx,Sushi Bars,3.0,http://www.yelp.com/biz/kiraku-sushi-bronx
238,The Grill House,1991 Bronxdale Ave,Bronx,Middle Eastern,3.5,http://www.yelp.com/biz/the-grill-house-bronx
239,Dallas BBQ,2160 Bartow Ave,Bronx,Barbeque,2.5,http://www.yelp.com/biz/dallas-bbq-bronx-2
240,Seashore Restaurant & Marina,591 City Island Ave,Bronx,Seafood,3.0,http://www.yelp.com/biz/seashore-restaurant-and-marina-bronx
241,Johnny's Reef Restaurant,2 City Island Ave,New York,Seafood,3.5,http://www.yelp.com/biz/johnnys-reef-restaurant-new-york
242,Mexico Magico,1761 Crosby Ave,Bronx,Mexican,4.0,http://www.yelp.com/biz/mexico-magico-bronx
243,Honey's Thai Pavilion,3036 Westchester Ave,Bronx,Thai,3.5,http://www.yelp.com/biz/honeys-thai-pavilion-bronx
244,Patricia's of Tremont,3883 E Tremont Ave,Bronx,Pizza,3.5,http://www.yelp.com/biz/patricias-of-tremont-bronx
245,The Wicked Wolf,4029 E Tremont Ave,Bronx,Steakhouses,4.0,http://www.yelp.com/biz/the-wicked-wolf-bronx
246,La Lupita,3550 E Tremont Ave,Bronx,Mexican,4.5,http://www.yelp.com/biz/la-lupita-bronx
247,Sushi Q,1610 Crosby Ave,Bronx,Sushi Bars,3.5,http://www.yelp.com/biz/sushi-q-bronx
248,The Original Crab Shanty Restaurant,361 City Island Ave,Bronx,Seafood,3.5,http://www.yelp.com/biz/the-original-crab-shanty-restaurant-bronx
249,Loretta's Pizza,3276 Layton Ave,Bronx,Pizza,4.5,http://www.yelp.com/biz/lorettas-pizza-bronx
250,Ice House Cafe and Restaurant,140 Reynolds Ave,Bronx,Italian,3.5,http://www.yelp.com/biz/ice-house-cafe-and-restaurant-bronx-3
251,Muscle Maker Grill,4041 E Tremont Ave,Bronx,American (New),4.0,http://www.yelp.com/biz/muscle-maker-grill-bronx
252,Louie & Ernie's Pizza,1300 Crosby Ave,Bronx,Pizza,4.5,http://www.yelp.com/biz/louie-and-ernies-pizza-bronx-2
253,Seafood City,459 City Island Ave,Bronx,Seafood,3.0,http://www.yelp.com/biz/seafood-city-bronx
254,Dallas BBQ,2160 Bartow Ave,Bronx,Barbeque,2.5,http://www.yelp.com/biz/dallas-bbq-bronx-2
255,Tony's Pier Restaurant,1 City Island Ave,Bronx,Seafood,3.0,http://www.yelp.com/biz/tonys-pier-restaurant-bronx
256,Panera Bread,340 Baychester Ave,Bronx,Sandwiches,3.5,http://www.yelp.com/biz/panera-bread-bronx
257,The Black Whale,279 City Island Ave,Bronx,American (New),3.5,http://www.yelp.com/biz/the-black-whale-bronx
258,Crosstown Diner,2880 Bruckner Blvd,Bronx,Diners,3.0,http://www.yelp.com/biz/crosstown-diner-bronx
259,Top Tortillas,3038 Buhre Ave,Bronx,Mexican,4.0,http://www.yelp.com/biz/top-tortillas-bronx
260,Tino's Delicatessen,2410 Arthur Ave,Bronx,Delis,4.5,http://www.yelp.com/biz/tinos-delicatessen-bronx
261,Mike's Deli,2344 Arthur Ave,Bronx,Caterers,4.5,http://www.yelp.com/biz/mikes-deli-bronx
262,Caridad Restaurant,135 W Kingsbridge Rd,Bronx,Latin American,4.0,http://www.yelp.com/biz/caridad-restaurant-bronx-2
263,Hola Espana,5586 Broadway,New York,Spanish,4.0,http://www.yelp.com/biz/hola-espana-new-york
264,Michaelangelo's Little Italy,2477 Arthur Ave,Bronx,Lounges,4.0,http://www.yelp.com/biz/michaelangelos-little-italy-bronx
265,Mei Mei Restaurant,2833 Grand Concourse,Bronx,Chinese,4.0,http://www.yelp.com/biz/mei-mei-restaurant-bronx
266,Arthur Avenue Cafe,2329 Arthur Ave,Bronx,Coffee & Tea,4.0,http://www.yelp.com/biz/arthur-avenue-cafe-bronx
267,Greek Express,3733 Riverdale Ave,Bronx,Greek,4.5,http://www.yelp.com/biz/greek-express-bronx
268,P & K Grille,170 W 231st St,Bronx,Burgers,4.0,http://www.yelp.com/biz/p-and-k-grille-bronx-2
269,Loeser's Old Fashioned Kosher Deli,214 W 231st St,Bronx,Delis,4.5,http://www.yelp.com/biz/loesers-old-fashioned-kosher-deli-bronx
270,Picante Picante,156 W 231st St,Bronx,Mexican,4.5,http://www.yelp.com/biz/picante-picante-bronx-2
271,Sal's Pizzeria,3167 Bainbridge Ave,Bronx,Pizza,4.0,http://www.yelp.com/biz/sals-pizzeria-bronx
272,Com Tam Ninh Kieu,2641 Jerome Ave,Bronx,Vietnamese,4.0,http://www.yelp.com/biz/com-tam-ninh-kieu-bronx
273,Parrilla Latina Restaurant,2501 Webster Ave,Bronx,Latin American,3.0,http://www.yelp.com/biz/parrilla-latina-restaurant-bronx
274,The Bronx Beer Hall,2344 Arthur Ave,Bronx,American (New),4.0,http://www.yelp.com/biz/the-bronx-beer-hall-bronx
275,Three Way Restaurant,384 E 188th St,Bronx,Latin American,4.0,http://www.yelp.com/biz/three-way-restaurant-bronx
276,Gyro King Foods Corporation,50 E Fordham Rd,Bronx,Mediterranean,4.5,http://www.yelp.com/biz/gyro-king-foods-corporation-bronx
277,Pugsley Pizza,590 E 191st St,Bronx,Pizza,4.0,http://www.yelp.com/biz/pugsley-pizza-bronx
278,Grandpa's Brick Oven Pizza,4973 Broadway,New York,Pizza,4.0,http://www.yelp.com/biz/grandpas-brick-oven-pizza-new-york
279,John & Joe's Pizzeria,749 Lydig Ave,Bronx,Pizza,4.5,http://www.yelp.com/biz/john-and-joes-pizzeria-bronx
280,Caridad Restaurant,135 W Kingsbridge Rd,Bronx,Latin American,4.0,http://www.yelp.com/biz/caridad-restaurant-bronx-2
281,Grandpa's Brick Oven Pizza,4973 Broadway,New York,Pizza,4.0,http://www.yelp.com/biz/grandpas-brick-oven-pizza-new-york
282,Cachapas y Mas,107B Dyckman St,New York,Latin American,4.0,http://www.yelp.com/biz/cachapas-y-mas-new-york
283,Beans and Vines,4842 Broadway,New York,Coffee & Tea,4.5,http://www.yelp.com/biz/beans-and-vines-new-york
284,Elsa La Reina Del Chicharron,4840 Broadway,New York,Latin American,4.0,http://www.yelp.com/biz/elsa-la-reina-del-chicharron-new-york
285,Gyro King Foods Corporation,50 E Fordham Rd,Bronx,Mediterranean,4.5,http://www.yelp.com/biz/gyro-king-foods-corporation-bronx
286,Tino's Delicatessen,2410 Arthur Ave,Bronx,Delis,4.5,http://www.yelp.com/biz/tinos-delicatessen-bronx
287,Mike's Deli,2344 Arthur Ave,Bronx,Caterers,4.5,http://www.yelp.com/biz/mikes-deli-bronx
288,La Piñata Mexican Grill,4930 Broadway,New York,Mexican,3.5,http://www.yelp.com/biz/la-pi%C3%B1ata-mexican-grill-new-york
289,Yummy Thai,4959 Broadway,New York,Thai,3.0,http://www.yelp.com/biz/yummy-thai-new-york
290,Com Tam Ninh Kieu,2641 Jerome Ave,Bronx,Vietnamese,4.0,http://www.yelp.com/biz/com-tam-ninh-kieu-bronx
291,Amy's Restaurant,586 W 207th St,New York,Chinese,3.5,http://www.yelp.com/biz/amys-restaurant-new-york
292,Golan Heights,2553 Amsterdam Ave,New York,Middle Eastern,4.5,http://www.yelp.com/biz/golan-heights-new-york
293,Yoly Restaurant,118 Featherbed Ln,Bronx,Latin American,4.0,http://www.yelp.com/biz/yoly-restaurant-bronx
294,Arthur Avenue Cafe,2329 Arthur Ave,Bronx,Coffee & Tea,4.0,http://www.yelp.com/biz/arthur-avenue-cafe-bronx
295,Three Way Restaurant,384 E 188th St,Bronx,Latin American,4.0,http://www.yelp.com/biz/three-way-restaurant-bronx
296,Hola Espana,5586 Broadway,New York,Spanish,4.0,http://www.yelp.com/biz/hola-espana-new-york
297,Michaelangelo's Little Italy,2477 Arthur Ave,Bronx,Lounges,4.0,http://www.yelp.com/biz/michaelangelos-little-italy-bronx
298,Parrilla Latina Restaurant,2501 Webster Ave,Bronx,Latin American,3.0,http://www.yelp.com/biz/parrilla-latina-restaurant-bronx
299,Jimbos Hamburger,1 E Burnside Ave,Bronx,Burgers,3.5,http://www.yelp.com/biz/jimbos-hamburger-bronx
300,Yoly Restaurant,118 Featherbed Ln,Bronx,Latin American,4.0,http://www.yelp.com/biz/yoly-restaurant-bronx
301,Golan Heights,2553 Amsterdam Ave,New York,Middle Eastern,4.5,http://www.yelp.com/biz/golan-heights-new-york
302,Tasty Deli,4020 Broadway,New York,Delis,4.5,http://www.yelp.com/biz/tasty-deli-new-york-2
303,Cachapas y Mas,107B Dyckman St,New York,Latin American,4.0,http://www.yelp.com/biz/cachapas-y-mas-new-york
304,Tung Thong Thai Restaurant,561 W 169th St,New York,Thai,3.5,http://www.yelp.com/biz/tung-thong-thai-restaurant-new-york
305,Pick and Eat,4179 Broadway,New York,American (New),4.0,http://www.yelp.com/biz/pick-and-eat-new-york
306,Beans and Vines,4842 Broadway,New York,Coffee & Tea,4.5,http://www.yelp.com/biz/beans-and-vines-new-york
307,Chop Chop,501 W 184th St,New York,Kosher,3.5,http://www.yelp.com/biz/chop-chop-new-york
308,Margot Restaurant,3822 Broadway,New York,Latin American,4.5,http://www.yelp.com/biz/margot-restaurant-new-york
309,El Malecon Restaurant,4141 Bdwy,New York,Latin American,4.0,http://www.yelp.com/biz/el-malecon-restaurant-new-york-3
310,Elsa La Reina Del Chicharron,4840 Broadway,New York,Latin American,4.0,http://www.yelp.com/biz/elsa-la-reina-del-chicharron-new-york
311,Grandpa's Brick Oven Pizza,4973 Broadway,New York,Pizza,4.0,http://www.yelp.com/biz/grandpas-brick-oven-pizza-new-york
312,La Cabana Salvadorena,4384 Broadway,New York,Latin American,4.0,http://www.yelp.com/biz/la-cabana-salvadorena-new-york
313,Jimbos Hamburger,1 E Burnside Ave,Bronx,Burgers,3.5,http://www.yelp.com/biz/jimbos-hamburger-bronx
314,Galicia Restaurant,4083 Broadway,New York,Spanish,4.0,http://www.yelp.com/biz/galicia-restaurant-new-york
315,Caridad Restaurant,135 W Kingsbridge Rd,Bronx,Latin American,4.0,http://www.yelp.com/biz/caridad-restaurant-bronx-2
316,Tacos El Paisa,1548 Saint Nicholas Ave,New York,Mexican,4.0,http://www.yelp.com/biz/tacos-el-paisa-new-york
317,Gyro King Foods Corporation,50 E Fordham Rd,Bronx,Mediterranean,4.5,http://www.yelp.com/biz/gyro-king-foods-corporation-bronx
318,Punto De Sabor,1466 Saint Nicholas Ave,New York,Caribbean,3.5,http://www.yelp.com/biz/punto-de-sabor-new-york
319,El Conde Restaurant,4139 Broadway,New York,Latin American,4.0,http://www.yelp.com/biz/el-conde-restaurant-new-york
320,Parrilla Latina Restaurant,2501 Webster Ave,Bronx,Latin American,3.0,http://www.yelp.com/biz/parrilla-latina-restaurant-bronx
321,Three Way Restaurant,384 E 188th St,Bronx,Latin American,4.0,http://www.yelp.com/biz/three-way-restaurant-bronx
322,Famous Giovanni's Pizza,2537 Webster Ave,Bronx,Pizza,5.0,http://www.yelp.com/biz/famous-giovannis-pizza-bronx-2
323,Applebee's Neighborhood Grill and Bar,4750-4758 3rd Ave,Bronx,American (Traditional),2.5,http://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-bronx-3
324,Tropical Fresh Restaurant,424 E Fordham Road,Bronx,Mexican,5.0,http://www.yelp.com/biz/tropical-fresh-restaurant-bronx
325,Kasike Mofongo House,2458 Webster Ave,Bronx,Caribbean,2.5,http://www.yelp.com/biz/kasike-mofongo-house-bronx
326,Golden Krust,2521 Webster Ave,Bronx,Caribbean,3.0,http://www.yelp.com/biz/golden-krust-bronx-4
327,Subway,460 E Fordham Rd,Bronx,Sandwiches,2.0,http://www.yelp.com/biz/subway-bronx-26
328,Applebee's,4750-4758 3rd Ave,Bronx,Sports Bars,3.0,http://www.yelp.com/biz/applebees-bronx-2
329,Ivana Pizzeria,2373 Arthur Ave Frnt,Bronx,Italian,3.5,http://www.yelp.com/biz/ivana-pizzeria-bronx
330,Tino's Delicatessen,2410 Arthur Ave,Bronx,Delis,4.5,http://www.yelp.com/biz/tinos-delicatessen-bronx
331,Mike's Deli,2344 Arthur Ave,Bronx,Caterers,4.5,http://www.yelp.com/biz/mikes-deli-bronx
332,Arthur Avenue Cafe,2329 Arthur Ave,Bronx,Coffee & Tea,4.0,http://www.yelp.com/biz/arthur-avenue-cafe-bronx
333,Michaelangelo's Little Italy,2477 Arthur Ave,Bronx,Lounges,4.0,http://www.yelp.com/biz/michaelangelos-little-italy-bronx
334,El Nuevo Bohio Lechonera,791 E Tremont Ave,Bronx,Latin American,4.0,http://www.yelp.com/biz/el-nuevo-bohio-lechonera-bronx
335,The Bronx Beer Hall,2344 Arthur Ave,Bronx,American (New),4.0,http://www.yelp.com/biz/the-bronx-beer-hall-bronx
336,Caridad Restaurant,135 W Kingsbridge Rd,Bronx,Latin American,4.0,http://www.yelp.com/biz/caridad-restaurant-bronx-2
337,Linda's Pizza,729 E Tremont Ave,Bronx,Pizza,5.0,http://www.yelp.com/biz/lindas-pizza-bronx-2
338,John & Joe's Pizzeria,749 Lydig Ave,Bronx,Pizza,4.5,http://www.yelp.com/biz/john-and-joes-pizzeria-bronx
339,Three Way Restaurant,384 E 188th St,Bronx,Latin American,4.0,http://www.yelp.com/biz/three-way-restaurant-bronx
340,Joe's Italian Deli,685 E 187th St,Bronx,Delis,4.5,http://www.yelp.com/biz/joes-italian-deli-bronx-2
341,Yoly Restaurant,118 Featherbed Ln,Bronx,Latin American,4.0,http://www.yelp.com/biz/yoly-restaurant-bronx
342,Parrilla Latina Restaurant,2501 Webster Ave,Bronx,Latin American,3.0,http://www.yelp.com/biz/parrilla-latina-restaurant-bronx
343,Tasty Deli,4020 Broadway,New York,Delis,4.5,http://www.yelp.com/biz/tasty-deli-new-york-2
344,Pugsley Pizza,590 E 191st St,Bronx,Pizza,4.0,http://www.yelp.com/biz/pugsley-pizza-bronx
345,Green Light Cuisine,737 Lydig Ave,Bronx,Vegetarian,3.5,http://www.yelp.com/biz/green-light-cuisine-bronx
346,Gyro King Foods Corporation,50 E Fordham Rd,Bronx,Mediterranean,4.5,http://www.yelp.com/biz/gyro-king-foods-corporation-bronx
347,Mei Mei Restaurant,2833 Grand Concourse,Bronx,Chinese,4.0,http://www.yelp.com/biz/mei-mei-restaurant-bronx
348,Emilio's Pizza,1051 Morris Park Ave,Bronx,Pizza,4.0,http://www.yelp.com/biz/emilios-pizza-bronx-2
349,Tung Thong Thai Restaurant,561 W 169th St,New York,Thai,3.5,http://www.yelp.com/biz/tung-thong-thai-restaurant-new-york
350,Tino's Delicatessen,2410 Arthur Ave,Bronx,Delis,4.5,http://www.yelp.com/biz/tinos-delicatessen-bronx
351,Mike's Deli,2344 Arthur Ave,Bronx,Caterers,4.5,http://www.yelp.com/biz/mikes-deli-bronx
352,Taqueria Tlaxcalli,2103 Starling Ave,Bronx,Mexican,4.5,http://www.yelp.com/biz/taqueria-tlaxcalli-bronx
353,Sabrosura Restaurant,1200 Castle Hill Ave,Bronx,Chinese,4.0,http://www.yelp.com/biz/sabrosura-restaurant-bronx
354,El Nuevo Bohio Lechonera,791 E Tremont Ave,Bronx,Latin American,4.0,http://www.yelp.com/biz/el-nuevo-bohio-lechonera-bronx
355,Emilio's Pizza,1051 Morris Park Ave,Bronx,Pizza,4.0,http://www.yelp.com/biz/emilios-pizza-bronx-2
356,Estrellita Poblana,2231 Westchester Ave,Bronx,Mexican,4.5,http://www.yelp.com/biz/estrellita-poblana-bronx
357,Michaelangelo's Little Italy,2477 Arthur Ave,Bronx,Lounges,4.0,http://www.yelp.com/biz/michaelangelos-little-italy-bronx
358,Arthur Avenue Cafe,2329 Arthur Ave,Bronx,Coffee & Tea,4.0,http://www.yelp.com/biz/arthur-avenue-cafe-bronx
359,John & Joe's Pizzeria,749 Lydig Ave,Bronx,Pizza,4.5,http://www.yelp.com/biz/john-and-joes-pizzeria-bronx
360,Neerob,2109 Starling Ave,Bronx,Indian,4.5,http://www.yelp.com/biz/neerob-bronx
361,Green Light Cuisine,737 Lydig Ave,Bronx,Vegetarian,3.5,http://www.yelp.com/biz/green-light-cuisine-bronx
362,900 Park,900 Morris Park Ave,Bronx,Italian,3.5,http://www.yelp.com/biz/900-park-bronx
363,Sorrento Pizzeria,2004 Williamsbridge Rd,Bronx,Pizza,4.5,http://www.yelp.com/biz/sorrento-pizzeria-bronx
364,Good To Go,1894 Eastchester Rd,Bronx,American (Traditional),3.5,http://www.yelp.com/biz/good-to-go-bronx
365,The Bronx Beer Hall,2344 Arthur Ave,Bronx,American (New),4.0,http://www.yelp.com/biz/the-bronx-beer-hall-bronx
366,Estrellita Poblana IV,45 Westchester Sq,Bronx,Mexican,4.0,http://www.yelp.com/biz/estrellita-poblana-iv-bronx
367,The Grill House,1991 Bronxdale Ave,Bronx,Middle Eastern,3.5,http://www.yelp.com/biz/the-grill-house-bronx
368,Linda's Pizza,729 E Tremont Ave,Bronx,Pizza,5.0,http://www.yelp.com/biz/lindas-pizza-bronx-2
369,Jimmy's Cafe Restaurant,905 White Plains Rd,Bronx,Cafes,3.5,http://www.yelp.com/biz/jimmys-cafe-restaurant-bronx
370,Tasty Deli,4020 Broadway,New York,Delis,4.5,http://www.yelp.com/biz/tasty-deli-new-york-2
371,Tung Thong Thai Restaurant,561 W 169th St,New York,Thai,3.5,http://www.yelp.com/biz/tung-thong-thai-restaurant-new-york
372,Margot Restaurant,3822 Broadway,New York,Latin American,4.5,http://www.yelp.com/biz/margot-restaurant-new-york
373,Molino Rojo Restaurant,101 E 161st St,Bronx,Latin American,3.5,http://www.yelp.com/biz/molino-rojo-restaurant-bronx-2
374,Charles' Country Pan Fried Chicken,2839-2841 Frederick Douglass Blvd,New York,Southern,4.0,http://www.yelp.com/biz/charles-country-pan-fried-chicken-new-york
375,GoGo-Gi,3908 Broadway,New York,Korean,4.0,http://www.yelp.com/biz/gogo-gi-new-york
376,Yoly Restaurant,118 Featherbed Ln,Bronx,Latin American,4.0,http://www.yelp.com/biz/yoly-restaurant-bronx
377,Sam's Soul Food Restaurant Bar & Lounge,596-598 Grand Concourse,Bronx,Soul Food,3.5,http://www.yelp.com/biz/sams-soul-food-restaurant-bar-and-lounge-bronx
378,Las Palmas Deli Restaurant,3891 Broadway,New York,Mexican,4.0,http://www.yelp.com/biz/las-palmas-deli-restaurant-new-york-2
379,Franco's,295 E 149th St,New York,Juice Bars & Smoothies,4.5,http://www.yelp.com/biz/francos-new-york-2
380,Hard Rock Cafe,Yankee Stadium,Bronx,American (Traditional),3.5,http://www.yelp.com/biz/hard-rock-cafe-bronx
381,Jou Jou,603 W 168th St,New York,Coffee & Tea,3.0,http://www.yelp.com/biz/jou-jou-new-york
382,El Malecon Restaurant,4141 Bdwy,New York,Latin American,4.0,http://www.yelp.com/biz/el-malecon-restaurant-new-york-3
383,Strokos,1121 Saint Nicholas Ave,New York,Sandwiches,3.0,http://www.yelp.com/biz/strokos-new-york
384,NYY Steak,1 E 161st St,Bronx,Steakhouses,3.5,http://www.yelp.com/biz/nyy-steak-bronx
385,Pick and Eat,4179 Broadway,New York,American (New),4.0,http://www.yelp.com/biz/pick-and-eat-new-york
386,Shangri-La Restaurant,228 Fort Washington Ave,New York,Sandwiches,3.5,http://www.yelp.com/biz/shangri-la-restaurant-new-york
387,Galicia Restaurant,4083 Broadway,New York,Spanish,4.0,http://www.yelp.com/biz/galicia-restaurant-new-york
388,Chipotle Mexican Grill,4009 Broadway,New York,Mexican,2.5,http://www.yelp.com/biz/chipotle-mexican-grill-new-york-25
389,Coogan's,4015 Broadway,New York,American (Traditional),3.0,http://www.yelp.com/biz/coogans-new-york
390,Franco's,295 E 149th St,New York,Juice Bars & Smoothies,4.5,http://www.yelp.com/biz/francos-new-york-2
391,Sam's Soul Food Restaurant Bar & Lounge,596-598 Grand Concourse,Bronx,Soul Food,3.5,http://www.yelp.com/biz/sams-soul-food-restaurant-bar-and-lounge-bronx
392,Lucho Barrios Restaurant,516 Courtlandt Ave,Bronx,Latin American,4.0,http://www.yelp.com/biz/lucho-barrios-restaurant-bronx
393,Fresco Pizza and Pasta,560 E 149th St,Bronx,Italian,4.0,http://www.yelp.com/biz/fresco-pizza-and-pasta-bronx
394,Robles Pizzeria  & Restaurant,424 E 161 St,Bronx,Pizza,4.0,http://www.yelp.com/biz/robles-pizzeria-and-restaurant-bronx
395,Hard Rock Cafe,Yankee Stadium,Bronx,American (Traditional),3.5,http://www.yelp.com/biz/hard-rock-cafe-bronx
396,Molino Rojo Restaurant,101 E 161st St,Bronx,Latin American,3.5,http://www.yelp.com/biz/molino-rojo-restaurant-bronx-2
397,Angies Cafe & Pizza,2559 3rd Ave,Bronx,Pizza,4.0,http://www.yelp.com/biz/angies-cafe-and-pizza-bronx
398,Merry Land Chinese Buffet,511 E 163rd Street,Bronx,Chinese,3.5,http://www.yelp.com/biz/merry-land-chinese-buffet-bronx
399,Xochimilco Family Restaurant,653 Melrose Ave,Bronx,Mexican,3.5,http://www.yelp.com/biz/xochimilco-family-restaurant-bronx
400,Mexicozina,444 E 149th St,Bronx,Mexican,4.0,http://www.yelp.com/biz/mexicozina-bronx
401,Marisco Centro,610 Exterior St,New York,Spanish,3.0,http://www.yelp.com/biz/marisco-centro-new-york-2
402,El Nuevo Bohio,167th St & Webster Ave,Bronx,Spanish,3.5,http://www.yelp.com/biz/el-nuevo-bohio-bronx
403,NYY Steak,1 E 161st St,Bronx,Steakhouses,3.5,http://www.yelp.com/biz/nyy-steak-bronx
404,Charles' Country Pan Fried Chicken,2839-2841 Frederick Douglass Blvd,New York,Southern,4.0,http://www.yelp.com/biz/charles-country-pan-fried-chicken-new-york
405,Merry Land Chinese Restaurant,325 E 149th St,Bronx,Chinese,3.0,http://www.yelp.com/biz/merry-land-chinese-restaurant-bronx
406,La Morada Restaurant,308 Willis Ave,Bronx,Mexican,4.5,http://www.yelp.com/biz/la-morada-restaurant-bronx
407,Crown Donut Restaurant,79 E 161st St,Bronx,Diners,3.5,http://www.yelp.com/biz/crown-donut-restaurant-bronx
408,Real Azteca,1013 E 163rd St,Bronx,Mexican,3.5,http://www.yelp.com/biz/real-azteca-bronx
409,Giovanni's Restaurant,579 Grand Concourse,Bronx,Italian,3.5,http://www.yelp.com/biz/giovannis-restaurant-bronx
410,Franco's,295 E 149th St,New York,Juice Bars & Smoothies,4.5,http://www.yelp.com/biz/francos-new-york-2
411,Sam's Soul Food Restaurant Bar & Lounge,596-598 Grand Concourse,Bronx,Soul Food,3.5,http://www.yelp.com/biz/sams-soul-food-restaurant-bar-and-lounge-bronx
412,Angies Cafe & Pizza,2559 3rd Ave,Bronx,Pizza,4.0,http://www.yelp.com/biz/angies-cafe-and-pizza-bronx
